open_time_ms,open,high,low,close,volume
1581292800000,25.070,25.907,24.031,25.189,1405091.86
1581379200000,25.190,25.864,24.250,25.705,1783061.99
1581465600000,25.705,26.980,25.347,26.451,1311285.47
1581552000000,26.452,27.397,24.580,25.456,1451755.42
1581638400000,25.455,26.697,25.043,26.384,1271237.03
1581724800000,26.373,26.600,23.250,24.239,1601280.92
1581811200000,24.225,25.302,21.780,23.389,1775025.82
1581897600000,23.355,23.623,21.519,23.452,2036473.78
1581984000000,23.462,24.519,22.726,24.094,1293664.26
1582070400000,24.107,24.392,21.391,22.367,1411342.31
1582156800000,22.362,22.723,21.000,22.191,1244980.04
1582243200000,22.172,22.933,21.815,22.209,972969.37
1582329600000,22.221,22.374,21.510,22.008,736112.42
1582416000000,22.007,22.997,21.977,22.868,1007250.63
1582502400000,22.871,23.288,21.512,22.110,1270055.15
1582588800000,22.111,22.130,20.139,20.340,1444417.18
1582675200000,20.345,20.547,17.870,18.729,2294044.51
1582761600000,18.723,19.635,17.701,19.154,1684886.46
1582848000000,19.150,19.755,17.920,19.001,1718113.47
1582934400000,19.001,20.300,18.802,19.257,1734548.17
1583020800000,19.250,19.913,18.500,18.900,2131016.51
1583107200000,18.909,20.051,18.768,19.900,1782168.95
1583193600000,19.901,20.382,19.330,19.685,1607025.05
1583280000000,19.684,20.273,19.540,19.969,1399024.21
1583366400000,19.969,21.472,19.965,20.754,1955491.71
1583452800000,20.750,21.770,20.692,21.379,1659669.26
1583539200000,21.379,21.500,19.778,20.269,1393981.18
1583625600000,20.270,20.270,16.715,16.897,2287497.85
1583712000000,16.886,17.465,15.628,16.589,3446761.01
1583798400000,16.603,17.450,16.289,16.850,2417921.41
1583884800000,16.868,17.129,15.423,16.591,2157510.13
1583971200000,16.591,16.628,8.873,9.277,8451829.08
1584057600000,9.230,11.708,6.236,10.958,11581062.71
1584144000000,10.952,11.300,9.875,10.135,2772315.36
1584230400000,10.140,11.329,9.971,10.393,2073135.23
1584316800000,10.388,10.404,8.380,9.422,4585965.54
1584403200000,9.432,10.531,9.326,10.241,2676624.01
1584489600000,10.237,10.425,9.658,10.392,2128780.82
1584576000000,10.393,12.699,10.245,12.267,2968162.77
1584662400000,12.263,13.697,10.307,11.911,3028060.57
1584748800000,11.912,12.439,11.272,12.101,2299755.97
1584835200000,12.105,12.483,11.020,11.160,2451920.35
1584921600000,11.159,12.520,10.765,12.172,2267239.39
1585008000000,12.174,12.575,11.906,12.404,1739021.07
1585094400000,12.400,12.708,11.960,12.304,1748919.99
1585180800000,12.307,13.267,12.100,13.202,1089249.85
1585267200000,13.201,13.386,12.039,12.317,1496285.83
1585353600000,12.300,12.348,11.610,12.175,1325113.38
1585440000000,12.177,12.228,11.260,11.267,962357.57
1585526400000,11.273,12.424,11.225,12.123,1233496.79
1585612800000,12.128,12.750,12.100,12.536,1326495.93
1585699200000,12.539,12.748,11.960,12.706,1409144.95
1585785600000,12.706,13.755,12.500,13.008,1867018.75
1585872000000,13.015,13.578,12.912,13.359,1364218.69
1585958400000,13.361,14.051,13.136,13.781,2264887.58
1586044800000,13.776,13.969,13.411,13.699,1172217.67
1586131200000,13.696,15.232,13.639,15.189,1945463.95
1586217600000,15.189,15.512,14.250,14.725,2241051.33
1586304000000,14.728,15.377,14.567,15.098,1491320.55
1586390400000,15.102,15.218,14.611,15.013,1257983.36
1586476800000,15.012,15.082,13.455,13.708,1903505.01
1586563200000,13.708,14.090,13.519,13.804,1163328.91
1586649600000,13.812,14.846,13.639,14.287,1590489.30
1586736000000,14.282,15.075,13.500,15.000,4021749.59
1586822400000,15.001,15.954,14.763,15.593,4569526.70
1586908800000,15.589,15.811,14.467,14.544,2880471.05
1586995200000,14.544,15.767,14.069,15.737,3098334.13
1587081600000,15.739,15.920,15.139,15.610,2188537.87
1587168000000,15.610,16.823,15.600,16.580,2281422.62
1587254400000,16.579,16.669,15.770,16.035,1830505.32
1587340800000,16.030,16.456,14.775,14.928,2594135.67
1587427200000,14.924,15.422,14.666,15.113,2440212.54
1587513600000,15.103,15.823,14.913,15.697,1604788.72
1587600000000,15.697,16.463,15.379,16.049,2065896.92
1587686400000,16.055,16.269,15.658,15.930,1552796.52
1587772800000,15.923,16.449,15.740,16.233,1260384.21
1587859200000,16.235,16.430,15.952,16.347,1213378.93
1587945600000,16.348,16.567,16.043,16.414,1340597.08
1588032000000,16.402,16.465,16.140,16.335,1016776.69
1588118400000,16.335,17.495,16.294,17.333,2061367.45
1588204800000,17.327,18.137,16.320,16.928,3117440.20
1588291200000,16.916,17.856,16.909,17.440,1970326.21
1588377600000,17.439,17.568,17.248,17.520,952641.13
1588464000000,17.519,17.799,16.771,17.083,1213703.65
1588550400000,17.081,17.267,16.250,17.003,1525917.37
1588636800000,16.998,17.294,16.585,16.850,1147397.72
1588723200000,16.852,17.139,16.350,16.391,1058713.80
1588809600000,16.388,17.242,16.024,16.997,1291777.28
1588896000000,16.999,17.400,16.817,17.145,1168733.80
1588982400000,17.145,17.495,16.754,16.766,1096794.81
1589068800000,16.763,16.795,13.630,15.309,2530265.21
1589155200000,15.306,15.522,14.014,15.073,1827284.58
1589241600000,15.085,16.220,14.966,15.756,1966025.46
1589328000000,15.756,16.361,15.627,16.177,1107585.56
1589414400000,16.182,16.693,15.976,16.361,1152546.06
1589500800000,16.368,16.451,15.542,15.710,1105577.41
1589587200000,15.707,16.228,15.577,16.059,738007.81
1589673600000,16.060,16.522,16.004,16.293,704263.00
1589760000000,16.294,16.872,16.235,16.638,791209.22
1589846400000,16.640,17.250,16.302,17.215,1083398.38
1589932800000,17.211,17.348,16.450,16.887,1036929.85
1590019200000,16.891,17.064,15.732,16.097,1410902.92
1590105600000,16.092,16.924,15.935,16.606,1110318.45
1590192000000,16.606,16.866,16.345,16.490,660987.44
1590278400000,16.489,16.803,15.929,15.952,833129.55
1590364800000,15.943,16.426,15.789,16.385,1036864.54
1590451200000,16.385,16.503,15.972,16.219,861433.70
1590537600000,16.214,16.517,16.162,16.481,715038.99
1590624000000,16.481,17.160,16.413,17.092,754792.47
1590710400000,17.090,17.208,16.642,17.016,956578.12
1590796800000,17.010,17.800,16.937,17.737,1149486.18
1590883200000,17.738,18.203,16.854,17.089,1550100.17
1590969600000,17.098,18.173,16.983,17.956,1316915.19
1591056000000,17.968,18.228,16.556,17.274,1588636.39
1591142400000,17.282,17.621,16.962,17.573,870634.86
1591228800000,17.573,17.658,17.050,17.526,925519.02
1591315200000,17.525,17.909,17.440,17.686,1258405.64
1591401600000,17.691,17.794,17.500,17.567,713949.46
1591488000000,17.567,17.650,16.870,17.415,972665.27
1591574400000,17.416,17.561,17.250,17.453,484372.68
1591660800000,17.453,17.521,17.010,17.383,492253.86
1591747200000,17.382,17.590,17.175,17.419,584324.54
1591833600000,17.414,17.536,15.861,16.231,1058267.51
1591920000000,16.234,16.822,16.078,16.643,678208.71
1592006400000,16.645,16.822,16.490,16.807,439411.15
1592092800000,16.809,16.819,16.391,16.566,498068.67
1592179200000,16.566,16.606,15.404,16.378,1054648.72
1592265600000,16.384,16.650,16.153,16.429,611416.87
1592352000000,16.427,16.660,15.966,16.390,732374.44
1592438400000,16.389,16.550,15.878,16.169,658968.53
1592524800000,16.168,16.306,15.900,15.966,609887.35
1592611200000,15.966,16.151,15.688,16.071,555612.11
1592697600000,16.076,16.335,15.936,15.982,443718.08
1592784000000,15.982,16.573,15.962,16.514,604840.29
1592870400000,16.509,16.568,16.291,16.396,547942.90
1592956800000,16.396,16.666,15.955,16.037,914643.91
1593043200000,16.037,16.093,15.444,15.925,717234.89
1593129600000,15.920,15.997,15.587,15.778,527797.39
1593216000000,15.778,15.895,14.701,15.139,676888.50
1593302400000,15.133,15.502,14.866,15.386,499658.43
1593388800000,15.394,15.600,15.203,15.480,593042.75
1593475200000,15.487,15.562,15.272,15.411,452224.78
1593561600000,15.411,15.892,15.329,15.819,719045.93
1593648000000,15.819,15.978,15.065,15.375,979124.16
1593734400000,15.371,15.498,15.260,15.288,401055.73
1593820800000,15.288,15.638,15.251,15.574,435268.81
1593907200000,15.574,15.615,15.116,15.502,504443.13
1593993600000,15.503,16.367,15.463,16.324,1083247.77
1594080000000,16.322,16.900,16.020,16.837,1773432.41
1594166400000,16.832,17.470,16.597,17.290,2040324.55
1594252800000,17.291,17.530,16.504,16.844,1905706.54
1594339200000,16.842,17.370,16.455,17.325,1664970.06
1594425600000,17.327,17.695,17.023,17.631,1874795.70
1594512000000,17.640,18.619,17.611,18.312,3517420.62
1594598400000,18.313,19.069,17.800,18.419,3628616.74
1594684800000,18.414,18.795,17.700,18.090,2879951.02
1594771200000,18.088,18.175,17.412,17.648,2184575.72
1594857600000,17.651,17.798,16.426,17.171,2538439.31
1594944000000,17.168,17.484,16.950,17.073,1713580.97
1595030400000,17.071,17.350,16.816,17.156,1330795.71
1595116800000,17.158,18.141,16.871,18.039,3496898.97
1595203200000,18.041,18.333,17.249,17.493,2566534.66
1595289600000,17.482,17.990,17.404,17.737,1532182.84
1595376000000,17.730,18.133,17.448,18.103,1322551.32
1595462400000,18.115,18.788,18.056,18.768,2188672.07
1595548800000,18.764,19.583,18.248,19.204,3673730.88
1595635200000,19.206,20.081,19.154,19.840,2662190.38
1595721600000,19.840,20.340,19.112,19.577,2425776.85
1595808000000,19.580,20.222,18.331,19.792,3493682.10
1595894400000,19.789,20.730,19.480,20.184,3005300.19
1595980800000,20.180,20.435,19.779,19.901,1425583.56
1596067200000,19.906,20.149,19.521,19.978,1221121.31
1596153600000,19.988,20.880,19.950,20.686,1898997.59
1596240000000,20.683,21.799,20.598,21.646,2430826.19
1596326400000,21.641,22.250,18.546,20.959,3083866.51
1596412800000,20.961,22.562,20.615,22.064,3221483.44
1596499200000,22.064,22.465,21.439,22.323,2212028.31
1596585600000,22.324,23.550,22.084,23.236,3451873.87
1596672000000,23.235,23.274,22.500,22.760,2125780.63
1596758400000,22.757,23.000,21.010,22.334,3142139.90
1596844800000,22.334,22.914,21.813,22.909,1839275.06
1596931200000,22.908,22.918,22.000,22.416,1440236.79
1597017600000,22.426,22.806,22.000,22.656,1659355.72
1597104000000,22.655,22.792,20.600,21.278,2437916.51
1597190400000,21.289,22.021,20.509,21.503,2215072.53
1597276800000,21.503,21.896,20.669,21.789,2571288.23
1597363200000,21.798,23.356,21.273,23.141,3798335.65
1597449600000,23.141,23.820,22.755,23.107,2360235.15
1597536000000,23.096,23.833,22.707,23.540,2005272.88
1597622400000,23.540,24.081,22.940,23.503,2257776.71
1597708800000,23.504,23.806,22.319,23.016,1861857.37
1597795200000,23.016,23.279,21.810,22.376,2064063.08
1597881600000,22.393,23.350,22.043,23.122,1896105.42
1597968000000,23.127,23.350,21.711,22.123,2267255.76
1598054400000,22.122,22.274,21.297,22.216,1571139.74
1598140800000,22.217,22.261,21.554,21.853,1251991.61
1598227200000,21.854,23.002,21.680,22.600,1323978.32
1598313600000,22.600,22.667,21.000,21.400,1704436.47
1598400000000,21.400,22.531,21.282,22.212,1877357.34
1598486400000,22.210,23.178,21.834,23.129,2558646.21
1598572800000,23.129,23.609,22.624,23.095,1990551.98
1598659200000,23.098,23.534,22.764,22.952,1333272.92
1598745600000,22.951,23.900,22.903,23.642,1582433.86
1598832000000,23.641,24.019,22.950,23.166,1504888.98
1598918400000,23.167,25.672,22.822,24.756,3228209.34
1599004800000,24.756,25.908,23.000,24.756,4638282.25
1599091200000,24.759,25.568,19.810,20.424,6460942.13
1599177600000,20.410,21.843,19.077,20.940,4451249.08
1599264000000,20.942,21.464,17.890,19.430,3265792.40
1599350400000,19.415,23.471,18.503,23.137,5373191.20
1599436800000,23.120,23.564,19.911,22.398,4554593.01
1599523200000,22.405,23.396,21.250,23.180,4193590.98
1599609600000,23.177,24.480,22.350,24.417,3386032.27
1599696000000,24.403,25.577,24.057,24.509,3221589.03
1599782400000,24.512,25.684,23.019,25.365,3076021.80
1599868800000,25.347,28.507,25.325,28.395,5342732.98
1599955200000,28.397,32.360,28.006,31.142,9514711.33
1600041600000,31.139,33.302,29.050,30.856,10524610.07
1600128000000,30.867,30.899,26.688,27.086,10130811.09
1600214400000,27.088,28.300,25.577,27.816,6869769.43
1600300800000,27.816,28.741,26.055,26.989,4643696.37
1600387200000,26.988,28.824,26.607,27.653,4628880.80
1600473600000,27.660,28.054,26.685,27.226,2224710.77
1600560000000,27.226,27.374,25.111,26.324,3280892.10
1600646400000,26.329,26.652,22.200,23.120,6839808.24
1600732800000,23.120,24.594,22.662,24.051,4183191.74
1600819200000,24.051,24.366,22.435,22.839,3723770.38
1600905600000,22.839,24.679,22.562,24.560,2921696.68
1600992000000,24.560,25.089,23.726,24.677,2493303.30
1601078400000,24.674,26.444,24.454,26.162,2570949.91
1601164800000,26.162,26.850,25.466,26.219,2814420.58
1601251200000,26.221,27.670,25.830,26.973,3293265.26
1601337600000,26.973,28.948,26.834,28.822,4414780.77
1601424000000,28.823,29.549,27.780,29.200,3456590.90
1601510400000,29.200,29.305,26.193,27.455,4434355.39
1601596800000,27.454,28.091,25.570,27.285,5191308.82
1601683200000,27.302,28.255,27.005,28.133,2486140.18
1601769600000,28.133,29.130,27.850,28.961,2848752.58
1601856000000,28.973,29.185,28.069,28.616,2309511.07
1601942400000,28.616,28.940,27.277,27.687,3309469.96
1602028800000,27.685,27.855,26.836,27.667,2141195.20
1602115200000,27.664,27.820,26.510,27.669,2264352.22
1602201600000,27.669,28.490,27.430,28.373,1976557.32
1602288000000,28.373,29.231,28.077,28.359,1885181.08
1602374400000,28.359,28.725,27.833,28.501,1513440.09
1602460800000,28.502,31.100,28.428,30.638,5798244.20
1602547200000,30.640,31.701,29.957,30.622,4480813.93
1602633600000,30.623,31.335,30.305,30.800,2709570.37
1602720000000,30.804,31.701,30.332,31.300,3225994.49
1602806400000,31.299,31.891,29.560,30.026,4453919.08
1602892800000,30.031,30.560,29.666,30.200,1681259.96
1602979200000,30.202,30.950,30.132,30.599,1838350.02
1603065600000,30.600,30.672,29.700,29.899,2176988.84
1603152000000,29.899,30.089,28.500,28.831,2639829.66
1603238400000,28.832,30.420,28.651,29.734,3038475.70
1603324800000,29.732,31.280,29.682,30.663,2969500.15
1603411200000,30.658,31.186,30.065,30.630,1900619.78
1603497600000,30.630,30.850,30.407,30.629,927606.27
1603584000000,30.629,30.990,29.850,30.107,1470943.00
1603670400000,30.104,31.370,29.925,31.022,3277614.79
1603756800000,31.021,32.448,30.821,31.423,4314842.52
1603843200000,31.415,31.930,29.750,30.322,2931609.08
1603929600000,30.322,30.423,29.460,29.845,2307279.52
1604016000000,29.847,30.190,27.451,28.509,3609401.75
1604102400000,28.510,28.910,28.120,28.504,1636871.66
1604188800000,28.509,28.685,28.105,28.568,1166370.60
1604275200000,28.564,29.271,27.773,27.807,2698951.61
1604361600000,27.806,27.806,25.727,26.878,3416204.58
1604448000000,26.879,26.979,25.937,26.960,2674949.35
1604534400000,26.962,27.947,26.674,27.721,3049246.30
1604620800000,27.723,29.555,27.721,29.052,3610757.42
1604707200000,29.054,29.914,26.851,27.788,4232157.28
1604793600000,27.784,28.740,27.485,28.427,1910190.58
1604880000000,28.421,28.978,27.375,28.100,2500157.58
1604966400000,28.100,28.539,27.717,28.237,2011956.56
1605052800000,28.238,28.600,27.811,28.010,1570625.19
1605139200000,28.012,28.188,27.302,27.712,1509464.91
1605225600000,27.712,28.488,27.550,28.227,2001986.93
1605312000000,28.227,28.233,27.408,27.964,1213580.95
1605398400000,27.959,28.240,27.069,27.681,1611727.73
1605484800000,27.681,28.231,27.480,27.997,1523268.24
1605571200000,27.990,28.830,27.958,28.554,2544418.50
1605657600000,28.561,28.840,27.203,28.120,2854413.67
1605744000000,28.123,28.388,27.650,28.123,1769669.98
1605830400000,28.123,29.339,28.074,28.986,2819396.37
1605916800000,28.986,30.838,28.339,30.581,4992749.70
1606003200000,30.587,31.362,28.878,30.045,4664400.13
1606089600000,30.041,31.179,29.821,31.063,4520129.80
1606176000000,31.057,35.328,30.852,33.919,11036062.96
1606262400000,33.927,35.423,30.300,31.285,6090274.80
1606348800000,31.284,31.793,26.409,28.258,9344593.80
1606435200000,28.263,28.750,27.263,28.500,3319292.13
1606521600000,28.500,29.722,27.927,29.168,2567869.23
1606608000000,29.165,30.479,28.910,30.138,2572348.98
1606694400000,30.138,31.696,29.759,31.535,3329955.45
1606780800000,31.540,32.000,29.164,30.206,4032903.50
1606867200000,30.205,30.993,29.504,30.278,2308003.41
1606953600000,30.286,30.859,29.884,30.721,1656800.75
1607040000000,30.720,31.160,28.757,29.039,2403792.70
1607126400000,29.040,30.041,28.682,29.740,1626331.61
1607212800000,29.730,30.162,29.057,29.499,1398524.30
1607299200000,29.508,29.668,29.090,29.380,1053377.07
1607385600000,29.384,29.488,27.453,27.687,1961246.58
1607472000000,27.682,28.398,26.932,28.152,1476065.49
1607558400000,28.145,28.243,27.422,27.700,1036482.54
1607644800000,27.699,27.784,26.747,27.356,1219804.25
1607731200000,27.359,28.235,27.283,28.162,1029509.45
1607817600000,28.163,29.323,28.023,29.182,1386617.61
1607904000000,29.185,30.194,28.690,30.031,2027509.43
