open_time_ms,open,high,low,close,volume
1577836800000,1.76780000,1.85480000,1.76060000,1.81110000,1158748.32000000
1577923200000,1.81090000,1.81640000,1.70650000,1.73660000,1422992.29000000
1578009600000,1.73660000,1.82920000,1.70130000,1.80400000,1789613.99000000
1578096000000,1.80300000,1.84460000,1.78400000,1.82420000,1241322.81000000
1578182400000,1.82430000,1.84130000,1.78500000,1.79570000,1524717.40000000
1578268800000,1.79540000,1.93860000,1.79250000,1.93740000,3301261.66000000
1578355200000,1.93730000,2.13980000,1.89930000,2.10330000,6873503.39000000
1578441600000,2.10060000,2.34950000,2.10060000,2.18920000,12147661.70000000
1578528000000,2.18770000,2.23440000,2.09770000,2.18860000,5099844.97000000
1578614400000,2.18670000,2.24890000,2.14550000,2.22570000,4235526.03000000
1578700800000,2.22550000,2.34500000,2.21800000,2.27340000,4347105.06000000
1578787200000,2.27300000,2.32120000,2.21200000,2.23830000,2502624.23000000
1578873600000,2.23820000,2.23820000,2.15610000,2.19010000,1977335.23000000
1578960000000,2.19040000,2.47010000,2.17920000,2.37510000,7062307.44000000
1579046400000,2.37510000,2.56040000,2.33320000,2.39530000,6414464.86000000
1579132800000,2.39910000,2.51000000,2.29320000,2.49250000,4944704.42000000
1579219200000,2.49240000,2.86000000,2.45890000,2.70060000,12221911.10000000
1579305600000,2.70060000,2.79460000,2.58000000,2.77090000,4502826.05000000
1579392000000,2.77490000,2.84750000,2.53850000,2.62120000,6650884.78000000
1579478400000,2.62070000,2.74430000,2.54250000,2.68800000,4142689.53000000
1579564800000,2.68810000,2.74400000,2.57000000,2.67160000,3244654.09000000
1579651200000,2.67240000,2.69780000,2.61870000,2.64260000,1637205.02000000
1579737600000,2.64250000,2.64700000,2.42560000,2.46980000,4806803.21000000
1579824000000,2.46950000,2.53300000,2.36380000,2.50240000,4161651.97000000
1579910400000,2.50240000,2.51000000,2.42100000,2.44680000,1881931.46000000
1579996800000,2.44250000,2.57640000,2.42660000,2.57640000,1936836.47000000
1580083200000,2.57640000,2.67640000,2.56560000,2.60550000,3426087.65000000
1580169600000,2.60510000,2.67000000,2.58680000,2.65580000,3113588.17000000
1580256000000,2.65440000,2.83480000,2.63160000,2.77730000,5269667.72000000
1580342400000,2.77850000,2.94820000,2.71670000,2.91560000,5780750.02000000
1580428800000,2.91200000,2.91530000,2.76280000,2.82590000,3910431.21000000
1580515200000,2.82580000,2.88000000,2.74380000,2.83780000,2737541.77000000
